FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 14:33:34 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=8.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.186]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=13.0(13.1)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.211s)

FrcRobotBase.Robot_Info: [0.211] MOVE_FORWARD_ON_SIDE: xPos= -0.01,yPos=  0.00,heading=   0.1/   0.0,volts=13.0(13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=13.0 (13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.9, Error=   2.7, PIDTerms= 0.408/ 0.000/-0.000/-0.000, Output= 0.408(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  87.9, Error=  -2.6, PIDTerms=-0.089/ 0.000/-0.006/ 0.000, Output=-0.096(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.4, Error=  -3.4, PIDTerms=-0.218/ 0.000/ 0.077/ 0.000, Output=-0.141(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.8, Error=   2.7, PIDTerms= 0.398/ 0.000/-0.000/-0.000, Output= 0.398(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  87.8, Error=  -2.5, PIDTerms=-0.086/ 0.000/ 0.037/ 0.000, Output=-0.049(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.173/ 0.000/ 0.164/ 0.000, Output=-0.009(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.8, Error=   2.6, PIDTerms= 0.389/ 0.000/-0.000/-0.000, Output= 0.389(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  87.7, Error=  -2.4, PIDTerms=-0.083/ 0.000/ 0.026/ 0.000, Output=-0.056(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.5, Error=  -2.5, PIDTerms=-0.159/ 0.000/ 0.036/ 0.000, Output=-0.124(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.7, Error=   2.5, PIDTerms= 0.379/ 0.000/-0.000/-0.000, Output= 0.379(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  87.8, Error=  -2.4, PIDTerms=-0.083/ 0.000/-0.003/ 0.000, Output=-0.086(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.1, Error=  -2.1, PIDTerms=-0.135/ 0.000/ 0.083/ 0.000, Output=-0.052(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.7, Error=   2.5, PIDTerms= 0.378/ 0.000/-0.000/-0.000, Output= 0.378(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  87.8, Error=  -2.5, PIDTerms=-0.086/ 0.000/-0.032/ 0.000, Output=-0.118(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.9, Error=  -1.9, PIDTerms=-0.125/ 0.000/ 0.034/ 0.000, Output=-0.091(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.7, Error=   2.5, PIDTerms= 0.378/ 0.000/ 0.000/-0.000, Output= 0.378(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.0, Error=  -2.6, PIDTerms=-0.090/ 0.000/-0.040/ 0.000, Output=-0.130(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.8, Error=  -1.8, PIDTerms=-0.115/ 0.000/ 0.036/ 0.000, Output=-0.079(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.6, Error=   2.5, PIDTerms= 0.370/ 0.000/-0.000/-0.000, Output= 0.370(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.1, Error=  -2.7, PIDTerms=-0.095/ 0.000/-0.050/ 0.000, Output=-0.145(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.7, Error=  -1.7, PIDTerms=-0.109/ 0.000/ 0.021/ 0.000, Output=-0.088(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.6, Error=   2.4, PIDTerms= 0.360/ 0.000/-0.000/-0.000, Output= 0.360(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.2, Error=  -2.8, PIDTerms=-0.098/ 0.000/-0.019/ 0.000, Output=-0.117(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.7, Error=  -1.7, PIDTerms=-0.111/ 0.000/-0.004/ 0.000, Output=-0.115(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.5, Error=   2.3, PIDTerms= 0.346/ 0.000/-0.000/-0.000, Output= 0.346(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.5, Error=  -3.1, PIDTerms=-0.107/ 0.000/-0.099/ 0.000, Output=-0.206(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   1.9, Error=  -1.9, PIDTerms=-0.123/ 0.000/-0.043/ 0.000, Output=-0.167(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.4, Error=   2.3, PIDTerms= 0.338/ 0.000/-0.000/-0.000, Output= 0.338(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.6, Error=  -3.2, PIDTerms=-0.111/ 0.000/-0.026/ 0.000, Output=-0.137(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.0, Error=  -2.0, PIDTerms=-0.129/ 0.000/-0.011/ 0.000, Output=-0.140(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.3, Error=   2.2, PIDTerms= 0.326/ 0.000/-0.000/-0.000, Output= 0.326(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.8, Error=  -3.4, PIDTerms=-0.118/ 0.000/-0.033/ 0.000, Output=-0.151(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.142/ 0.000/-0.024/ 0.000, Output=-0.167(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.3, Error=   2.1, PIDTerms= 0.321/ 0.000/-0.000/-0.000, Output= 0.321(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  88.9, Error=  -3.6, PIDTerms=-0.125/ 0.000/-0.041/ 0.000, Output=-0.165(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.4, Error=  -2.4, PIDTerms=-0.156/ 0.000/-0.027/ 0.000, Output=-0.183(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.3, Error=   2.2, PIDTerms= 0.323/ 0.000/ 0.000/-0.000, Output= 0.323(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  89.1, Error=  -3.7, PIDTerms=-0.131/ 0.000/-0.037/ 0.000, Output=-0.168(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.5, Error=  -2.5, PIDTerms=-0.166/ 0.000/-0.019/ 0.000, Output=-0.185(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.3, Error=   2.1, PIDTerms= 0.321/ 0.000/-0.000/-0.000, Output= 0.321(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  89.3, Error=  -3.9, PIDTerms=-0.136/ 0.000/-0.030/ 0.000, Output=-0.166(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.174/ 0.000/-0.016/ 0.000, Output=-0.190(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.2, Error=   2.0, PIDTerms= 0.305/ 0.000/-0.000/-0.000, Output= 0.305(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  89.4, Error=  -4.1, PIDTerms=-0.142/ 0.000/-0.035/ 0.000, Output=-0.177(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.8, Error=  -2.8, PIDTerms=-0.185/ 0.000/-0.023/ 0.000, Output=-0.208(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.2, Error=   2.0, PIDTerms= 0.297/ 0.000/-0.000/-0.000, Output= 0.297(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  89.6, Error=  -4.3, PIDTerms=-0.149/ 0.000/-0.040/ 0.000, Output=-0.190(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.0, Error=  -3.0, PIDTerms=-0.196/ 0.000/-0.020/ 0.000, Output=-0.216(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.292/ 0.000/-0.000/-0.000, Output= 0.292(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  89.8, Error=  -4.5, PIDTerms=-0.156/ 0.000/-0.038/ 0.000, Output=-0.194(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.2, Error=  -3.2, PIDTerms=-0.207/ 0.000/-0.020/ 0.000, Output=-0.227(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.0, Error=   1.8, PIDTerms= 0.273/ 0.000/-0.000/-0.000, Output= 0.273(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.1, Error=  -4.7, PIDTerms=-0.166/ 0.000/-0.057/ 0.000, Output=-0.223(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.6, Error=  -3.6, PIDTerms=-0.233/ 0.000/-0.052/ 0.000, Output=-0.285(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.8, PIDTerms= 0.264/ 0.000/-0.000/-0.000, Output= 0.264(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.4, Error=  -5.0, PIDTerms=-0.175/ 0.000/-0.051/ 0.000, Output=-0.226(-0.500/0.500), Volt=11.1 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.9, Error=  -3.9, PIDTerms=-0.255/ 0.000/-0.041/ 0.000, Output=-0.296(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.8, PIDTerms= 0.264/ 0.000/ 0.000/-0.000, Output= 0.264(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.6, Error=  -5.2, PIDTerms=-0.182/ 0.000/-0.039/ 0.000, Output=-0.221(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   4.0, Error=  -4.0, PIDTerms=-0.259/ 0.000/-0.008/ 0.000, Output=-0.267(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -1.9, Error=   1.8, PIDTerms= 0.264/ 0.000/ 0.000/-0.000, Output= 0.264(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  90.8, Error=  -5.4, PIDTerms=-0.190/ 0.000/-0.048/ 0.000, Output=-0.238(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.8, Error=  -3.8, PIDTerms=-0.248/ 0.000/ 0.027/ 0.000, Output=-0.221(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.0, Error=   1.8, PIDTerms= 0.267/ 0.000/ 0.000/-0.000, Output= 0.267(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.0, Error=  -5.6, PIDTerms=-0.196/ 0.000/-0.031/ 0.000, Output=-0.227(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.5, Error=  -3.5, PIDTerms=-0.224/ 0.000/ 0.039/ 0.000, Output=-0.186(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.061s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.0, Error=   1.8, PIDTerms= 0.273/ 0.000/ 0.000/-0.000, Output= 0.273(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.1, Error=  -5.7, PIDTerms=-0.201/ 0.000/-0.017/ 0.000, Output=-0.219(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   3.0, Error=  -3.0, PIDTerms=-0.196/ 0.000/ 0.032/ 0.000, Output=-0.164(-0.500/0.500), Volt=11.6 (10.4)
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.055s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.0, Error=   1.9, PIDTerms= 0.278/ 0.000/ 0.000/-0.000, Output= 0.278(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.4, Error=  -6.0, PIDTerms=-0.209/ 0.000/-0.038/ 0.000, Output=-0.247(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.177/ 0.000/ 0.031/ 0.000, Output=-0.146(-0.500/0.500), Volt=11.5 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.286/ 0.000/ 0.000/-0.000, Output= 0.286(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.5, Error=  -6.1, PIDTerms=-0.215/ 0.000/-0.034/ 0.000, Output=-0.249(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.177/ 0.000/ 0.001/ 0.000, Output=-0.176(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.051s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.289/ 0.000/ 0.000/-0.000, Output= 0.289(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.7, Error=  -6.3, PIDTerms=-0.220/ 0.000/-0.019/ 0.000, Output=-0.240(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.177/ 0.000/-0.001/ 0.000, Output=-0.178(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.291/ 0.000/ 0.000/-0.000, Output= 0.291(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  91.8, Error=  -6.4, PIDTerms=-0.225/ 0.000/-0.023/ 0.000, Output=-0.248(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.6, Error=  -2.6, PIDTerms=-0.169/ 0.000/ 0.013/ 0.000, Output=-0.156(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.292/ 0.000/ 0.000/-0.000, Output= 0.292(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.0, Error=  -6.6, PIDTerms=-0.230/ 0.000/-0.051/ 0.000, Output=-0.281(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.5, Error=  -2.5, PIDTerms=-0.161/ 0.000/ 0.030/ 0.000, Output=-0.132(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   2.0, PIDTerms= 0.294/ 0.000/ 0.000/-0.000, Output= 0.294(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.0, Error=  -6.6, PIDTerms=-0.232/ 0.000/-0.022/ 0.000, Output=-0.255(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.4, Error=  -2.4, PIDTerms=-0.155/ 0.000/ 0.019/ 0.000, Output=-0.136(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   2.0, PIDTerms= 0.294/ 0.000/ 0.000/-0.000, Output= 0.294(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.1, Error=  -6.7, PIDTerms=-0.235/ 0.000/-0.018/ 0.000, Output=-0.253(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.3, Error=  -2.3, PIDTerms=-0.151/ 0.000/ 0.012/ 0.000, Output=-0.139(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.286/ 0.000/-0.000/-0.000, Output= 0.286(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.2, Error=  -6.8, PIDTerms=-0.238/ 0.000/-0.032/ 0.000, Output=-0.271(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.4, Error=  -2.4, PIDTerms=-0.154/ 0.000/-0.009/ 0.000, Output=-0.164(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.285/ 0.000/-0.000/-0.000, Output= 0.285(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.2, Error=  -6.9, PIDTerms=-0.240/ 0.000/-0.010/ 0.000, Output=-0.250(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.5, Error=  -2.5, PIDTerms=-0.160/ 0.000/-0.010/ 0.000, Output=-0.170(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.054s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.290/ 0.000/ 0.000/-0.000, Output= 0.290(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.4, Error=  -7.0, PIDTerms=-0.244/ 0.000/-0.017/ 0.000, Output=-0.261(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.7, Error=  -2.7, PIDTerms=-0.177/ 0.000/-0.027/ 0.000, Output=-0.205(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.291/ 0.000/ 0.000/-0.000, Output= 0.291(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.5, Error=  -7.1, PIDTerms=-0.248/ 0.000/-0.026/ 0.000, Output=-0.274(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.6, Error=  -2.6, PIDTerms=-0.172/ 0.000/ 0.014/ 0.000, Output=-0.158(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.291/ 0.000/ 0.000/-0.000, Output= 0.291(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.5, Error=  -7.1, PIDTerms=-0.249/ 0.000/-0.014/ 0.000, Output=-0.263(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.6, Error=  -2.6, PIDTerms=-0.168/ 0.000/ 0.012/ 0.000, Output=-0.156(-0.500/0.500), Volt=11.3 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.289/ 0.000/-0.000/-0.000, Output= 0.289(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.6, Error=  -7.2, PIDTerms=-0.251/ 0.000/-0.017/ 0.000, Output=-0.268(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.6, Error=  -2.6, PIDTerms=-0.168/ 0.000/ 0.000/ 0.000, Output=-0.168(-0.500/0.500), Volt=11.2 (10.4)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.289/ 0.000/-0.000/-0.000, Output= 0.289(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.4, Input=  92.6, Error=  -7.2, PIDTerms=-0.252/ 0.000/-0.008/ 0.000, Output=-0.260(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   2.6, Error=  -2.6, PIDTerms=-0.169/ 0.000/-0.003/ 0.000, Output=-0.172(-0.500/0.500), Volt=11.4 (10.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.2, Input=  -2.1, Error=   1.9, PIDTerms= 0.290/ 0.000/ 0.000/-0.000, Output= 0.290(-0.500/0.500), Volt=11.3 (10.4)
